Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Skills,Performance_Score,Layoff_Risk,Skill_Count,Experience_Age_Ratio,Employee_Risk_Score,Employee_Risk_Level
Masters,2017,New Delhi,3,27,Male,No,5,1,"data analysis,python,sql",1,1,3,0.18518518518518517,0.853453364754668,High
Masters,2013,New Delhi,3,26,Male,No,4,1,"java,microservices,spring boot",4,1,3,0.15384615384615385,0.755792340942012,High
Bachelors,2013,Pune,2,25,Female,No,3,1,"javascript,react,ui/ux",1,1,3,0.12,0.9339165083111421,High
Masters,2012,New Delhi,3,26,Male,No,4,1,"aws,docker,kubernetes",1,1,3,0.15384615384615385,0.4315131719800512,Low
Bachelors,2016,Bangalore,3,25,Male,No,3,1,"cybersecurity,networking",3,1,2,0.12,0.2980475742728106,Low
Bachelors,2013,Pune,2,26,Male,No,4,0,"machine learning,python",5,0,2,0.15384615384615385,0.21042741376783763,Low
Bachelors,2018,Bangalore,3,28,Female,No,2,1,"ci/cd,devops,linux",4,1,3,0.07142857142857142,0.9350187711837556,High
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"data engineering,spark",1,0,2,0.18518518518518517,0.14984046784353805,Low
Bachelors,2015,Pune,1,24,Female,Yes,2,1,"data analysis,python,sql",5,1,3,0.08333333333333333,0.9380200403699348,High
Bachelors,2013,Pune,3,28,Male,No,2,0,"java,microservices,spring boot",2,0,3,0.07142857142857142,0.04812052239807797,Low
Bachelors,2015,Pune,2,27,Female,Yes,5,1,"javascript,react,ui/ux",4,1,3,0.18518518518518517,0.9430454414700268,High
Bachelors,2018,Bangalore,3,25,Male,No,3,1,"aws,docker,kubernetes",5,1,3,0.12,0.9362947762522662,High
Bachelors,2014,Pune,2,27,Female,No,5,1,"cybersecurity,networking",3,1,2,0.18518518518518517,0.9457620395382597,High
Bachelors,2013,Pune,3,24,Male,No,2,0,"machine learning,python",4,0,2,0.08333333333333333,0.0858981728238361,Low
Bachelors,2014,Pune,3,24,Male,No,2,0,"ci/cd,devops,linux",3,0,3,0.08333333333333333,0.06549436229992733,Low
PHD,2015,New Delhi,2,25,Female,No,3,0,"data engineering,spark",3,0,2,0.12,0.18920918052176866,Low
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,"data analysis,python,sql",3,0,3,0.15384615384615385,0.10888405151684585,Low
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"java,microservices,spring boot",2,1,3,0.08333333333333333,0.9340148148636249,High
Masters,2015,Pune,2,25,Female,No,3,0,"javascript,react,ui/ux",3,0,3,0.12,0.552255643270996,Medium
Bachelors,2015,Bangalore,3,24,Male,No,2,0,"aws,docker,kubernetes",1,0,3,0.08333333333333333,0.1556875622992916,Low
Bachelors,2014,New Delhi,3,24,Female,No,2,0,"cybersecurity,networking",4,0,2,0.08333333333333333,0.07735484351653546,Low
Masters,2017,Bangalore,2,26,Female,No,4,1,"machine learning,python",5,1,2,0.15384615384615385,0.7166791348773983,High
Bachelors,2012,New Delhi,3,28,Male,No,1,0,"ci/cd,devops,linux",4,0,3,0.03571428571428571,0.08743654577026766,Low
Masters,2017,Pune,2,26,Female,No,4,0,"data engineering,spark",4,0,2,0.15384615384615385,0.5151934156346891,Low
Bachelors,2016,Pune,3,25,Male,No,3,0,"data analysis,python,sql",3,0,3,0.12,0.14395083577106021,Low
Bachelors,2017,New Delhi,3,24,Male,No,2,1,"java,microservices,spring boot",1,1,3,0.08333333333333333,0.28358759366026903,Low
Bachelors,2013,Pune,2,28,Female,No,3,1,"javascript,react,ui/ux",5,1,3,0.10714285714285714,0.9444699439789259,High
Bachelors,2014,Bangalore,3,25,Female,No,3,1,"aws,docker,kubernetes",5,1,3,0.12,0.4171993539643455,Low
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"cybersecurity,networking",3,0,2,0.12,0.12854961150416205,Low
Bachelors,2014,Pune,2,24,Female,No,2,1,"machine learning,python",3,1,2,0.08333333333333333,0.9435563299655577,High
Bachelors,2015,Bangalore,3,28,Male,No,2,1,"ci/cd,devops,linux",3,1,3,0.07142857142857142,0.3277874225607251,Low
Bachelors,2015,Bangalore,3,27,Male,No,5,0,"data engineering,spark",4,0,2,0.18518518518518517,0.14887345207481067,Low
Bachelors,2016,Pune,3,26,Male,No,4,0,"data analysis,python,sql",2,0,3,0.15384615384615385,0.07177302257510756,Low
Masters,2015,New Delhi,3,26,Female,No,4,1,"java,microservices,spring boot",2,1,3,0.15384615384615385,0.5941019587856061,Medium
Bachelors,2016,Bangalore,1,28,Female,No,2,0,"javascript,react,ui/ux",3,0,3,0.07142857142857142,0.20188037018111343,Low
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"aws,docker,kubernetes",4,0,3,0.12,0.1607041355086201,Low
Bachelors,2014,Bangalore,3,27,Male,No,5,0,"cybersecurity,networking",5,0,2,0.18518518518518517,0.09196949816246838,Low
Bachelors,2017,Bangalore,3,28,Male,No,2,0,"machine learning,python",5,0,2,0.07142857142857142,0.08639771458691095,Low
Masters,2018,New Delhi,3,24,Female,Yes,2,1,"ci/cd,devops,linux",3,1,3,0.08333333333333333,0.931445074030564,High
Bachelors,2017,Pune,2,25,Male,No,3,0,"data engineering,spark",5,0,2,0.12,0.1661804559818782,Low
Bachelors,2018,Pune,2,24,Female,No,2,1,"data analysis,python,sql",5,1,3,0.08333333333333333,0.9394339460522995,High
Masters,2017,New Delhi,2,28,Female,No,1,0,"java,microservices,spring boot",1,0,3,0.03571428571428571,0.22493224269572915,Low
Bachelors,2013,New Delhi,1,27,Female,No,5,0,"javascript,react,ui/ux",1,0,3,0.18518518518518517,0.42236155137896336,Low
Bachelors,2017,New Delhi,2,27,Female,No,5,0,"aws,docker,kubernetes",2,0,3,0.18518518518518517,0.11936214671369072,Low
Bachelors,2017,Bangalore,3,28,Male,No,1,0,"cybersecurity,networking",5,0,2,0.03571428571428571,0.07378097693140087,Low
Bachelors,2016,Pune,2,27,Female,No,5,1,"machine learning,python",4,1,2,0.18518518518518517,0.9430606427053052,High
Masters,2018,Bangalore,3,24,Male,No,2,1,"ci/cd,devops,linux",3,1,3,0.08333333333333333,0.9323907874486587,High
Bachelors,2012,Pune,1,26,Male,No,4,0,"data engineering,spark",5,0,2,0.15384615384615385,0.09365878664914669,Low
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"data analysis,python,sql",2,0,3,0.15384615384615385,0.10123930109939483,Low
Masters,2016,New Delhi,1,27,Male,No,5,0,"java,microservices,spring boot",5,0,3,0.18518518518518517,0.32693002121178044,Low
Bachelors,2015,New Delhi,3,26,Female,No,4,0,"javascript,react,ui/ux",5,0,3,0.15384615384615385,0.06672437417581475,Low
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,"aws,docker,kubernetes",5,0,3,0.18518518518518517,0.11774683728956677,Low
Bachelors,2013,Bangalore,3,24,Male,Yes,2,1,"cybersecurity,networking",4,1,2,0.08333333333333333,0.39477363266778515,Low
Bachelors,2018,Bangalore,3,26,Female,No,4,1,"machine learning,python",4,1,2,0.15384615384615385,0.9251086430948477,High
Masters,2017,Pune,2,26,Female,No,4,1,"ci/cd,devops,linux",5,1,3,0.15384615384615385,0.5079992639327081,Low
Masters,2017,New Delhi,2,28,Female,No,2,0,"data engineering,spark",2,0,2,0.07142857142857142,0.11498103694025001,Low
Bachelors,2013,Pune,3,28,Male,No,1,0,"data analysis,python,sql",1,0,3,0.03571428571428571,0.057430968939502794,Low
Masters,2013,New Delhi,3,25,Male,No,3,0,"java,microservices,spring boot",4,0,3,0.12,0.5830834226372914,Medium
Bachelors,2018,Bangalore,3,28,Female,Yes,1,1,"javascript,react,ui/ux",4,1,3,0.03571428571428571,0.908328443476087,High
Bachelors,2013,Pune,3,27,Female,No,5,1,"aws,docker,kubernetes",3,1,3,0.18518518518518517,0.8293234242149647,High
Bachelors,2012,Bangalore,3,25,Male,No,3,0,"cybersecurity,networking",2,0,2,0.12,0.08292772591723621,Low
Bachelors,2014,Bangalore,3,28,Male,No,1,0,"machine learning,python",1,0,2,0.03571428571428571,0.1542166296490009,Low
Bachelors,2017,New Delhi,3,28,Female,No,3,0,"ci/cd,devops,linux",3,0,3,0.10714285714285714,0.06337799763367362,Low
Masters,2017,New Delhi,2,28,Male,Yes,2,0,"data engineering,spark",5,0,2,0.07142857142857142,0.21307146580636652,Low
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"data analysis,python,sql",3,0,3,0.12,0.5055338401167594,Low
Masters,2017,New Delhi,3,26,Male,No,4,0,"java,microservices,spring boot",5,0,3,0.15384615384615385,0.6326884643569428,High
Bachelors,2015,Pune,1,25,Female,No,3,1,"javascript,react,ui/ux",5,1,3,0.12,0.9415319851956943,High
Masters,2013,New Delhi,3,27,Male,No,5,0,"aws,docker,kubernetes",3,0,3,0.18518518518518517,0.3317267841133467,Low
PHD,2014,Bangalore,3,24,Female,No,2,0,"cybersecurity,networking",3,0,2,0.08333333333333333,0.09465824096076322,Low
Masters,2017,New Delhi,2,27,Female,No,5,0,"machine learning,python",2,0,2,0.18518518518518517,0.4019914114724285,Low
Bachelors,2018,Bangalore,3,26,Male,No,4,1,"ci/cd,devops,linux",2,1,3,0.15384615384615385,0.9370906839426183,High
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"data engineering,spark",3,0,2,0.15384615384615385,0.05555058002586629,Low
Masters,2015,Pune,3,27,Female,No,5,1,"data analysis,python,sql",1,1,3,0.18518518518518517,0.48404788599385656,Low
Bachelors,2018,Bangalore,3,26,Male,No,4,1,"java,microservices,spring boot",3,1,3,0.15384615384615385,0.9274640107565932,High
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"javascript,react,ui/ux",2,0,3,0.08333333333333333,0.1426098766015808,Low
Masters,2017,New Delhi,2,25,Female,No,3,0,"aws,docker,kubernetes",2,0,3,0.12,0.4913195762412844,Low
Bachelors,2017,New Delhi,2,28,Male,No,1,0,"cybersecurity,networking",1,0,2,0.03571428571428571,0.15101574880655147,Low
Bachelors,2012,New Delhi,3,27,Female,No,5,0,"machine learning,python",1,0,2,0.18518518518518517,0.1819038954121471,Low
Masters,2013,New Delhi,3,26,Male,No,4,1,"ci/cd,devops,linux",4,1,3,0.15384615384615385,0.7561212140416178,High
Bachelors,2015,Bangalore,3,26,Female,Yes,4,1,"data engineering,spark",4,1,2,0.15384615384615385,0.6275148357750405,High
Bachelors,2014,Pune,3,28,Male,No,2,0,"data analysis,python,sql",3,0,3,0.07142857142857142,0.06002829279005415,Low
Bachelors,2016,Bangalore,3,24,Female,No,2,1,"java,microservices,spring boot",4,1,3,0.08333333333333333,0.31261423762706053,Low
Bachelors,2012,Bangalore,3,28,Male,No,3,0,"javascript,react,ui/ux",3,0,3,0.10714285714285714,0.17216143229870465,Low
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"aws,docker,kubernetes",5,0,3,0.18518518518518517,0.12893717512763658,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.05704302937909624,Low
Bachelors,2014,New Delhi,3,28,Female,No,1,0,"machine learning,python",5,0,2,0.03571428571428571,0.07070909845532104,Low
Bachelors,2014,New Delhi,3,27,Female,Yes,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.09130799942286096,Low
Bachelors,2015,Pune,3,26,Female,Yes,4,1,"data engineering,spark",5,1,2,0.15384615384615385,0.9226771440024113,High
Masters,2014,New Delhi,3,26,Male,No,4,1,"data analysis,python,sql",2,1,3,0.15384615384615385,0.632922674335332,High
PHD,2015,New Delhi,3,25,Female,No,3,0,"java,microservices,spring boot",3,0,3,0.12,0.088254261447298,Low
Masters,2015,New Delhi,3,25,Male,No,3,0,"javascript,react,ui/ux",1,0,3,0.12,0.401364889102845,Low
Bachelors,2012,Pune,3,27,Male,No,5,0,"aws,docker,kubernetes",2,0,3,0.18518518518518517,0.06739821227665768,Low
Masters,2017,New Delhi,2,24,Female,No,2,0,"cybersecurity,networking",4,0,2,0.08333333333333333,0.46475678593621544,Low
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"machine learning,python",4,0,2,0.08333333333333333,0.21252471332313044,Low
Masters,2015,Pune,3,28,Female,No,2,0,"ci/cd,devops,linux",1,0,3,0.07142857142857142,0.17511797705591828,Low
Bachelors,2017,Bangalore,3,24,Female,No,2,0,"data engineering,spark",4,0,2,0.08333333333333333,0.41069516044036963,Low
Bachelors,2017,Pune,3,25,Male,No,3,0,"data analysis,python,sql",1,0,3,0.12,0.13131160669794747,Low
Bachelors,2017,Bangalore,1,25,Male,No,3,0,"java,microservices,spring boot",3,0,3,0.12,0.11026662015250839,Low
Masters,2015,Pune,3,28,Female,No,2,0,"javascript,react,ui/ux",1,0,3,0.07142857142857142,0.22795091475319293,Low
Bachelors,2017,Pune,3,26,Male,No,4,0,"aws,docker,kubernetes",1,0,3,0.15384615384615385,0.07789751597272158,Low
Bachelors,2014,Pune,3,24,Male,No,2,0,"cybersecurity,networking",5,0,2,0.08333333333333333,0.05528833116023781,Low
Bachelors,2014,Pune,3,25,Female,No,3,1,"machine learning,python",5,1,2,0.12,0.9069929237198607,High
Bachelors,2018,Pune,3,26,Female,No,4,1,"ci/cd,devops,linux",5,1,3,0.15384615384615385,0.9387479977252067,High
Bachelors,2016,Bangalore,3,27,Male,No,5,0,"data engineering,spark",5,0,2,0.18518518518518517,0.0647870644934922,Low
Bachelors,2017,Bangalore,3,28,Female,No,2,0,"data analysis,python,sql",4,0,3,0.07142857142857142,0.2439653325126276,Low
Bachelors,2012,Pune,3,28,Male,No,2,0,"java,microservices,spring boot",5,0,3,0.07142857142857142,0.056317503611054566,Low
Masters,2012,New Delhi,3,24,Female,No,2,1,"javascript,react,ui/ux",2,1,3,0.08333333333333333,0.7197347586356461,High
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"aws,docker,kubernetes",2,0,3,0.15384615384615385,0.06338122469538424,Low
Bachelors,2015,New Delhi,3,26,Female,Yes,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.10796185979069331,Low
Bachelors,2017,Bangalore,3,28,Male,No,1,0,"machine learning,python",1,0,2,0.03571428571428571,0.09871565885356523,Low
Bachelors,2018,Pune,3,25,Male,Yes,3,1,"ci/cd,devops,linux",2,1,3,0.12,0.9326061834629435,High
Masters,2017,New Delhi,3,24,Male,No,2,0,"data engineering,spark",5,0,2,0.08333333333333333,0.42650375414917774,Low
Bachelors,2013,Bangalore,3,28,Male,No,2,1,"data analysis,python,sql",4,1,3,0.07142857142857142,0.31249099669043867,Low
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",2,0,3,0.08333333333333333,0.09592422878656813,Low
Masters,2017,New Delhi,2,25,Female,No,3,1,"javascript,react,ui/ux",3,1,3,0.12,0.8061485590935616,High
Bachelors,2013,Pune,2,28,Female,No,1,1,"aws,docker,kubernetes",5,1,3,0.03571428571428571,0.9410617173358778,High
Bachelors,2015,Bangalore,3,24,Female,No,2,0,"cybersecurity,networking",5,0,2,0.08333333333333333,0.16951056865708924,Low
Bachelors,2016,Pune,3,26,Male,No,4,0,"machine learning,python",5,0,2,0.15384615384615385,0.04863142935049226,Low
Bachelors,2015,New Delhi,2,27,Female,No,5,1,"ci/cd,devops,linux",5,1,3,0.18518518518518517,0.7791791598385702,High
Bachelors,2018,Bangalore,3,24,Female,No,2,1,"data engineering,spark",2,1,2,0.08333333333333333,0.927739615982702,High
Bachelors,2013,Bangalore,3,27,Female,No,5,0,"data analysis,python,sql",3,0,3,0.18518518518518517,0.1517492153657892,Low
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,"java,microservices,spring boot",4,0,3,0.08333333333333333,0.15462352813154245,Low
Bachelors,2013,Bangalore,3,24,Female,No,2,0,"javascript,react,ui/ux",4,0,3,0.08333333333333333,0.1738256893386691,Low
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"aws,docker,kubernetes",2,0,3,0.18518518518518517,0.16646826028830303,Low
Bachelors,2017,Bangalore,3,26,Female,No,4,0,"cybersecurity,networking",4,0,2,0.15384615384615385,0.07126627801423117,Low
Bachelors,2015,Bangalore,3,24,Female,No,2,0,"machine learning,python",2,0,2,0.08333333333333333,0.12549389101565658,Low
Bachelors,2012,Pune,3,24,Female,No,2,1,"ci/cd,devops,linux",4,1,3,0.08333333333333333,0.8255539241774942,High
Bachelors,2016,Bangalore,3,24,Male,Yes,2,1,"data engineering,spark",1,1,2,0.08333333333333333,0.40794798821100076,Low
Bachelors,2012,Bangalore,3,28,Male,No,3,0,"data analysis,python,sql",4,0,3,0.10714285714285714,0.11022751172279506,Low
Bachelors,2017,New Delhi,2,27,Male,No,5,0,"java,microservices,spring boot",2,0,3,0.18518518518518517,0.05532244330386969,Low
Bachelors,2012,Pune,2,27,Female,No,5,1,"javascript,react,ui/ux",5,1,3,0.18518518518518517,0.9382074243463574,High
Masters,2017,Pune,2,27,Male,No,5,0,"aws,docker,kubernetes",4,0,3,0.18518518518518517,0.4571853565180339,Low
Bachelors,2017,Pune,2,24,Male,No,2,1,"cybersecurity,networking",5,1,2,0.08333333333333333,0.28809482017187954,Low
Bachelors,2016,Pune,1,26,Female,No,4,1,"machine learning,python",3,1,2,0.15384615384615385,0.9405984792443081,High
Bachelors,2015,Pune,3,26,Female,No,4,1,"ci/cd,devops,linux",3,1,3,0.15384615384615385,0.888149241150282,High
Bachelors,2016,Bangalore,3,25,Male,No,3,1,"data engineering,spark",1,1,2,0.12,0.21596884412259443,Low
Bachelors,2012,Pune,3,26,Male,No,4,0,"data analysis,python,sql",4,0,3,0.15384615384615385,0.06799082565825355,Low
Bachelors,2017,Bangalore,3,28,Male,No,2,0,"java,microservices,spring boot",4,0,3,0.07142857142857142,0.0825526177231251,Low
Bachelors,2012,Bangalore,3,25,Male,No,3,0,"javascript,react,ui/ux",2,0,3,0.12,0.09547015420196919,Low
Bachelors,2017,Bangalore,3,25,Female,Yes,3,0,"aws,docker,kubernetes",2,0,3,0.12,0.2179809210473357,Low
Masters,2017,Pune,2,26,Male,No,4,0,"cybersecurity,networking",5,0,2,0.15384615384615385,0.5260806408776476,Low
Masters,2017,Pune,3,28,Male,No,1,1,"machine learning,python",2,1,2,0.03571428571428571,0.4155019256977865,Low
Masters,2015,Pune,2,25,Female,No,3,1,"ci/cd,devops,linux",4,1,3,0.12,0.5316240244144413,Low
Bachelors,2017,New Delhi,2,26,Female,No,4,0,"data engineering,spark",1,0,2,0.15384615384615385,0.10941847396406497,Low
Bachelors,2017,New Delhi,2,26,Male,No,4,0,"data analysis,python,sql",1,0,3,0.15384615384615385,0.06026925554132069,Low
Bachelors,2016,Bangalore,3,27,Male,No,5,0,"java,microservices,spring boot",3,0,3,0.18518518518518517,0.09360238630175835,Low
Bachelors,2017,New Delhi,3,27,Female,No,5,0,"javascript,react,ui/ux",3,0,3,0.18518518518518517,0.09081754559848858,Low
Bachelors,2015,New Delhi,3,24,Female,No,2,0,"aws,docker,kubernetes",5,0,3,0.08333333333333333,0.11258608048199673,Low
Masters,2017,Bangalore,1,26,Female,No,4,1,"cybersecurity,networking",4,1,2,0.15384615384615385,0.6667511453866124,High
Bachelors,2017,New Delhi,1,28,Female,No,2,0,"machine learning,python",1,0,2,0.07142857142857142,0.19888252564379535,Low
Bachelors,2015,Bangalore,3,24,Male,No,2,0,"ci/cd,devops,linux",3,0,3,0.08333333333333333,0.10471708953238712,Low
Masters,2015,Pune,2,25,Female,No,3,1,"data engineering,spark",4,1,2,0.12,0.6972959872642829,High
Bachelors,2014,Bangalore,3,25,Female,No,3,0,"data analysis,python,sql",5,0,3,0.12,0.34649767632847667,Low
Bachelors,2014,Bangalore,3,28,Male,No,2,0,"java,microservices,spring boot",4,0,3,0.07142857142857142,0.11681353641852717,Low
Bachelors,2017,Bangalore,3,28,Male,No,3,0,"javascript,react,ui/ux",2,0,3,0.10714285714285714,0.12796142106766858,Low
Masters,2015,New Delhi,1,27,Male,No,5,0,"aws,docker,kubernetes",3,0,3,0.18518518518518517,0.2614930113543269,Low
Bachelors,2014,Pune,1,26,Female,No,4,1,"cybersecurity,networking",3,1,2,0.15384615384615385,0.945287974724212,High
Masters,2018,Bangalore,3,25,Male,Yes,3,1,"machine learning,python",3,1,2,0.12,0.9339972747087583,High
Bachelors,2016,Bangalore,3,28,Female,No,3,0,"ci/cd,devops,linux",2,0,3,0.10714285714285714,0.10519837032516324,Low
Bachelors,2018,New Delhi,3,26,Female,Yes,4,1,"data engineering,spark",5,1,2,0.15384615384615385,0.8389505647365281,High
Bachelors,2015,Pune,2,24,Female,No,2,1,"data analysis,python,sql",2,1,3,0.08333333333333333,0.9452627079708238,High
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"java,microservices,spring boot",5,0,3,0.18518518518518517,0.05994734338583001,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"javascript,react,ui/ux",3,0,3,0.15384615384615385,0.35314585113574715,Low
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"aws,docker,kubernetes",2,0,3,0.08333333333333333,0.06161463961087475,Low
Bachelors,2016,Bangalore,3,28,Male,No,2,0,"cybersecurity,networking",4,0,2,0.07142857142857142,0.15591237727092833,Low
Bachelors,2015,Pune,2,25,Female,No,3,1,"machine learning,python",2,1,2,0.12,0.9459878282882302,High
Bachelors,2013,Pune,3,27,Male,No,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.0607153978061292,Low
Bachelors,2015,Bangalore,3,28,Male,No,3,0,"data engineering,spark",2,0,2,0.10714285714285714,0.173895990680272,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"data analysis,python,sql",3,0,3,0.15384615384615385,0.4626111080197555,Low
Bachelors,2012,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",4,0,3,0.08333333333333333,0.07273909742467884,Low
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"javascript,react,ui/ux",1,0,3,0.18518518518518517,0.41066869518520555,Low
Bachelors,2015,Bangalore,3,26,Female,Yes,4,1,"aws,docker,kubernetes",3,1,3,0.15384615384615385,0.6120044413433798,Medium
Bachelors,2015,Pune,3,28,Male,No,2,0,"cybersecurity,networking",3,0,2,0.07142857142857142,0.05317081079972528,Low
Bachelors,2014,New Delhi,2,24,Female,No,2,1,"machine learning,python",5,1,2,0.08333333333333333,0.7842964255516685,High
Bachelors,2013,Bangalore,3,24,Male,No,2,0,"ci/cd,devops,linux",2,0,3,0.08333333333333333,0.06491378739319635,Low
Bachelors,2018,Bangalore,3,28,Male,Yes,3,1,"data engineering,spark",5,1,2,0.10714285714285714,0.9272658460232435,High
Bachelors,2015,Pune,3,27,Male,No,5,0,"data analysis,python,sql",2,0,3,0.18518518518518517,0.05372371441843932,Low
Bachelors,2014,Pune,2,26,Male,No,4,0,"java,microservices,spring boot",4,0,3,0.15384615384615385,0.0952760858636096,Low
Bachelors,2016,Bangalore,3,25,Male,No,3,1,"javascript,react,ui/ux",1,1,3,0.12,0.4247969306041126,Low
PHD,2013,Bangalore,3,25,Male,No,3,0,"aws,docker,kubernetes",5,0,3,0.12,0.15833892607310912,Low
